server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_18,21:25:50,21:26:20,77.46,49.48,""
server_18,21:26:00,21:26:30,76.23,48.04,""
server_18,21:26:10,21:26:40,71.91,56.0,""
server_18,21:26:20,21:26:50,66.62,68.11,""
server_18,21:26:30,21:27:00,79.37,69.67,""
server_18,21:26:40,21:27:10,70.56,60.98,""
server_18,21:26:50,21:27:20,71.5,49.72,""
server_18,21:27:00,21:27:30,56.14,40.29,""
server_18,21:27:10,21:27:40,59.52,32.05,""
server_18,21:27:20,21:27:50,64.9,29.77,""
server_18,21:27:30,21:28:00,70.84,43.71,""
server_18,21:27:40,21:28:10,62.58,47.57,""
server_18,21:27:50,21:28:20,60.54,42.35,""
server_18,21:28:00,21:28:30,57.33,37.47,""
server_18,21:28:10,21:28:40,61.68,40.13,""
server_18,21:28:20,21:28:50,62.85,51.07,""
server_18,21:28:30,21:29:00,74.17,55.64,""
server_18,21:28:40,21:29:10,75.35,60.21,""
server_18,21:28:50,21:29:20,71.45,66.13,""
server_18,21:29:00,21:29:30,60.03,49.2,""
server_18,21:29:10,21:29:40,66.88,44.25,""
server_18,21:29:20,21:29:50,57.31,50.94,""
server_18,21:29:30,21:30:00,70.51,62.87,""
server_18,21:29:40,21:30:10,61.21,65.24,""
server_18,21:29:50,21:30:20,61.4,49.28,""
server_18,21:30:00,21:30:30,43.02,52.78,""
server_18,21:30:10,21:30:40,41.3,54.44,""
server_18,21:30:20,21:30:50,40.62,55.43,""
server_18,21:30:30,21:31:00,46.4,48.26,""
server_18,21:30:40,21:31:10,48.14,47.62,""
server_18,21:30:50,21:31:20,44.06,54.91,""
server_18,21:31:00,21:31:30,50.33,63.72,""
server_18,21:31:10,21:31:40,49.81,66.9,""
server_18,21:31:20,21:31:50,66.67,74.33,""
server_18,21:31:30,21:32:00,46.6,81.97,Memory saturation suspected
server_18,21:31:40,21:32:10,49.2,81.83,Memory saturation suspected
server_18,21:31:50,21:32:20,44.33,64.96,""
server_18,21:32:00,21:32:30,56.31,52.68,""
server_18,21:32:10,21:32:40,53.15,49.54,""
server_18,21:32:20,21:32:50,48.06,55.51,""
server_18,21:32:30,21:33:00,44.89,51.6,""
server_18,21:32:40,21:33:10,45.38,49.76,""
server_18,21:32:50,21:33:20,47.9,45.35,""
server_18,21:33:00,21:33:30,47.15,50.16,""
server_18,21:33:10,21:33:40,48.91,56.42,""
server_18,21:33:20,21:33:50,36.76,61.06,""
server_18,21:33:30,21:34:00,44.55,60.88,""
server_18,21:33:40,21:34:10,42.95,50.68,""
server_18,21:33:50,21:34:20,61.35,42.38,""
server_18,21:34:00,21:34:30,56.87,41.3,""
server_18,21:34:10,21:34:40,62.29,51.42,""
server_18,21:34:20,21:34:50,63.79,70.78,""
server_18,21:34:30,21:35:00,60.49,63.02,""
server_18,21:34:40,21:35:10,61.03,63.74,""
server_18,21:34:50,21:35:20,48.75,57.84,""
server_18,21:35:00,21:35:30,44.24,60.15,""
server_18,21:35:10,21:35:40,51.68,56.58,""
server_18,21:35:20,21:35:50,57.82,49.4,""
server_18,21:35:30,21:36:00,73.98,59.52,""
server_18,21:35:40,21:36:10,59.13,54.55,""
server_18,21:35:50,21:36:20,46.24,61.29,""
server_18,21:36:00,21:36:30,29.53,67.51,""
server_18,21:36:10,21:36:40,34.35,72.63,""
server_18,21:36:20,21:36:50,33.29,72.28,""
server_18,21:36:30,21:37:00,43.21,56.54,""
server_18,21:36:40,21:37:10,53.57,53.11,""
server_18,21:36:50,21:37:20,60.81,50.13,""
server_18,21:37:00,21:37:30,71.64,46.0,""
server_18,21:37:10,21:37:40,52.95,45.79,""
server_18,21:37:20,21:37:50,54.14,36.3,""
server_18,21:37:30,21:38:00,45.71,48.74,""
server_18,21:37:40,21:38:10,55.71,53.01,""
server_18,21:37:50,21:38:20,63.05,52.06,""
server_18,21:38:00,21:38:30,65.48,38.21,""
server_18,21:38:10,21:38:40,62.21,35.29,""
server_18,21:38:20,21:38:50,66.48,39.23,""
server_18,21:38:30,21:39:00,68.09,54.05,""
server_18,21:38:40,21:39:10,59.39,47.95,""
server_18,21:38:50,21:39:20,48.99,47.29,""
server_18,21:39:00,21:39:30,46.6,40.81,""
server_18,21:39:10,21:39:40,53.81,44.98,""
server_18,21:39:20,21:39:50,63.36,57.62,""
server_18,21:39:30,21:40:00,56.57,58.59,""
server_18,21:39:40,21:40:10,55.93,57.83,""
server_18,21:39:50,21:40:20,46.57,48.3,""
server_18,21:40:00,21:40:30,49.98,44.76,""
server_18,21:40:10,21:40:40,50.86,49.17,""
server_18,21:40:20,21:40:50,47.82,45.17,""
server_18,21:40:30,21:41:00,44.1,43.76,""
server_18,21:40:40,21:41:10,50.17,47.35,""
server_18,21:40:50,21:41:20,47.31,54.3,""
server_18,21:41:00,21:41:30,55.4,44.98,""
server_18,21:41:10,21:41:40,62.48,39.53,""
server_18,21:41:20,21:41:50,63.8,32.36,""
server_18,21:41:30,21:42:00,46.58,57.89,""
server_18,21:41:40,21:42:10,35.86,59.77,""
server_18,21:41:50,21:42:20,38.14,69.61,""
server_18,21:42:00,21:42:30,54.62,49.24,""
server_18,21:42:10,21:42:40,50.65,51.35,""
server_18,21:42:20,21:42:50,61.56,54.64,""
server_18,21:42:30,21:43:00,51.71,56.09,""
server_18,21:42:40,21:43:10,51.89,62.03,""
server_18,21:42:50,21:43:20,53.62,61.42,""
server_18,21:43:00,21:43:30,64.19,63.14,""
server_18,21:43:10,21:43:40,75.2,62.08,""
server_18,21:43:20,21:43:50,69.27,61.86,""
server_18,21:43:30,21:44:00,71.93,76.06,""
server_18,21:43:40,21:44:10,63.28,72.33,""
server_18,21:43:50,21:44:20,72.68,64.9,""
server_18,21:44:00,21:44:30,71.18,51.98,""
server_18,21:44:10,21:44:40,82.2,47.46,""
server_18,21:44:20,21:44:50,78.99,38.34,""
server_18,21:44:30,21:45:00,78.89,45.74,""
server_18,21:44:40,21:45:10,65.61,57.14,""
server_18,21:44:50,21:45:20,55.04,82.84,Memory saturation suspected
server_18,21:45:00,21:45:30,50.4,72.97,""
server_18,21:45:10,21:45:40,46.46,58.28,""
server_18,21:45:20,21:45:50,56.39,40.45,""
server_18,21:45:30,21:46:00,55.3,49.45,""
server_18,21:45:40,21:46:10,64.71,54.3,""
server_18,21:45:50,21:46:20,51.26,56.08,""
server_18,21:46:00,21:46:30,37.4,57.92,""
server_18,21:46:10,21:46:40,29.41,53.16,""
server_18,21:46:20,21:46:50,32.4,52.76,""
server_18,21:46:30,21:47:00,54.08,56.44,""
server_18,21:46:40,21:47:10,57.33,62.76,""
server_18,21:46:50,21:47:20,60.43,67.03,""
server_18,21:47:00,21:47:30,45.88,57.91,""
server_18,21:47:10,21:47:40,46.21,48.19,""
server_18,21:47:20,21:47:50,38.93,39.22,""
server_18,21:47:30,21:48:00,37.63,34.58,""
server_18,21:47:40,21:48:10,37.94,42.59,""
server_18,21:47:50,21:48:20,42.84,58.99,""
server_18,21:48:00,21:48:30,49.92,65.2,""
server_18,21:48:10,21:48:40,49.2,56.97,""
server_18,21:48:20,21:48:50,60.79,32.88,""
server_18,21:48:30,21:49:00,58.34,30.04,""
server_18,21:48:40,21:49:10,73.14,38.08,""
server_18,21:48:50,21:49:20,55.46,42.22,""
server_18,21:49:00,21:49:30,63.64,45.96,""
server_18,21:49:10,21:49:40,44.75,49.75,""
server_18,21:49:20,21:49:50,49.38,52.77,""
server_18,21:49:30,21:50:00,45.65,49.11,""
server_18,21:49:40,21:50:10,49.9,46.15,""
server_18,21:49:50,21:50:20,49.37,49.51,""
server_18,21:50:00,21:50:30,53.86,59.94,""
server_18,21:50:10,21:50:40,54.49,60.39,""
server_18,21:50:20,21:50:50,57.58,65.76,""
server_18,21:50:30,21:51:00,61.09,63.51,""
server_18,21:50:40,21:51:10,68.16,60.35,""
server_18,21:50:50,21:51:20,72.47,52.35,""
server_18,21:51:00,21:51:30,71.83,55.86,""
server_18,21:51:10,21:51:40,72.54,49.07,""
server_18,21:51:20,21:51:50,58.88,57.0,""
server_18,21:51:30,21:52:00,42.17,52.05,""
server_18,21:51:40,21:52:10,39.18,65.44,""
server_18,21:51:50,21:52:20,58.77,72.87,""
server_18,21:52:00,21:52:30,62.13,60.23,""
server_18,21:52:10,21:52:40,59.93,56.58,""
server_18,21:52:20,21:52:50,45.47,56.11,""
server_18,21:52:30,21:53:00,55.27,53.61,""
server_18,21:52:40,21:53:10,53.51,48.87,""
server_18,21:52:50,21:53:20,51.72,45.39,""
server_18,21:53:00,21:53:30,50.91,49.07,""
server_18,21:53:10,21:53:40,55.83,63.34,""
server_18,21:53:20,21:53:50,54.68,65.27,""
server_18,21:53:30,21:54:00,49.05,71.75,""
server_18,21:53:40,21:54:10,41.57,57.45,""
server_18,21:53:50,21:54:20,54.68,57.96,""
server_18,21:54:00,21:54:30,49.08,65.03,""
server_18,21:54:10,21:54:40,55.26,71.92,""
server_18,21:54:20,21:54:50,49.81,61.9,""
server_18,21:54:30,21:55:00,55.19,52.49,""
server_18,21:54:40,21:55:10,59.13,51.66,""
server_18,21:54:50,21:55:20,62.06,49.21,""
server_18,21:55:00,21:55:30,62.61,52.74,""
server_18,21:55:10,21:55:40,53.81,43.33,""
server_18,21:55:20,21:55:50,49.86,47.71,""
server_18,21:55:30,21:56:00,56.53,54.47,""
server_18,21:55:40,21:56:10,71.41,63.17,""
server_18,21:55:50,21:56:20,72.16,61.6,""
server_18,21:56:00,21:56:30,67.71,53.15,""
server_18,21:56:10,21:56:40,59.51,45.44,""
server_18,21:56:20,21:56:50,55.22,43.77,""
server_18,21:56:30,21:57:00,55.02,45.86,""
server_18,21:56:40,21:57:10,50.86,48.02,""
server_18,21:56:50,21:57:20,62.35,51.77,""
server_18,21:57:00,21:57:30,55.78,59.78,""
server_18,21:57:10,21:57:40,50.61,61.4,""
server_18,21:57:20,21:57:50,43.31,60.82,""
server_18,21:57:30,21:58:00,53.03,54.17,""
server_18,21:57:40,21:58:10,45.1,55.62,""
server_18,21:57:50,21:58:20,46.35,58.58,""
server_18,21:58:00,21:58:30,47.1,47.47,""
server_18,21:58:10,21:58:40,63.81,44.03,""
server_18,21:58:20,21:58:50,74.19,41.98,""
server_18,21:58:30,21:59:00,61.06,57.44,""
server_18,21:58:40,21:59:10,52.04,57.4,""
server_18,21:58:50,21:59:20,48.68,66.45,""
server_18,21:59:00,21:59:30,55.15,71.86,""
server_18,21:59:10,21:59:40,60.41,71.96,""
server_18,21:59:20,21:59:50,54.76,69.26,""
server_18,21:59:30,22:00:00,60.7,60.11,""
server_18,21:59:40,22:00:10,73.09,74.29,""
server_18,21:59:50,22:00:20,66.71,63.47,""
server_18,22:00:00,22:00:30,55.36,67.63,""
server_18,22:00:10,22:00:40,42.66,53.75,""
server_18,22:00:20,22:00:50,36.12,69.54,""
server_18,22:00:30,22:01:00,36.64,60.14,""
server_18,22:00:40,22:01:10,35.01,61.13,""
server_18,22:00:50,22:01:20,33.53,48.25,""
server_18,22:01:00,22:01:30,40.33,51.92,""
server_18,22:01:10,22:01:40,40.97,50.87,""
server_18,22:01:20,22:01:50,54.99,48.58,""
server_18,22:01:30,22:02:00,50.92,45.43,""
server_18,22:01:40,22:02:10,45.45,45.9,""
server_18,22:01:50,22:02:20,39.66,45.11,""
server_18,22:02:00,22:02:30,40.02,43.95,""
server_18,22:02:10,22:02:40,47.51,48.72,""
server_18,22:02:20,22:02:50,45.35,48.89,""
server_18,22:02:30,22:03:00,45.16,53.79,""
server_18,22:02:40,22:03:10,46.68,45.51,""
server_18,22:02:50,22:03:20,43.08,60.84,""
server_18,22:03:00,22:03:30,47.42,59.03,""
server_18,22:03:10,22:03:40,49.87,63.3,""
server_18,22:03:20,22:03:50,68.26,45.54,""
server_18,22:03:30,22:04:00,69.38,48.52,""
server_18,22:03:40,22:04:10,67.77,57.94,""
server_18,22:03:50,22:04:20,59.04,66.58,""
server_18,22:04:00,22:04:30,57.06,64.87,""
server_18,22:04:10,22:04:40,60.3,63.68,""
server_18,22:04:20,22:04:50,59.58,60.9,""
server_18,22:04:30,22:05:00,50.53,63.62,""
server_18,22:04:40,22:05:10,37.56,65.71,""
server_18,22:04:50,22:05:20,32.58,65.21,""
server_18,22:05:00,22:05:30,30.04,75.09,""
server_18,22:05:10,22:05:40,41.72,62.13,""
server_18,22:05:20,22:05:50,39.53,67.48,""
server_18,22:05:30,22:06:00,45.77,47.97,""
server_18,22:05:40,22:06:10,43.13,56.64,""
server_18,22:05:50,22:06:20,46.6,49.49,""
server_18,22:06:00,22:06:30,40.99,59.57,""
server_18,22:06:10,22:06:40,33.1,50.88,""
server_18,22:06:20,22:06:50,46.31,60.72,""
server_18,22:06:30,22:07:00,62.0,62.85,""
server_18,22:06:40,22:07:10,77.66,62.88,""
server_18,22:06:50,22:07:20,70.12,54.69,""
server_18,22:07:00,22:07:30,77.26,34.33,""
server_18,22:07:10,22:07:40,70.13,42.66,""
server_18,22:07:20,22:07:50,70.88,41.8,""
server_18,22:07:30,22:08:00,60.04,57.23,""
server_18,22:07:40,22:08:10,58.15,55.5,""
server_18,22:07:50,22:08:20,51.08,50.57,""
server_18,22:08:00,22:08:30,46.11,45.86,""
server_18,22:08:10,22:08:40,44.89,49.28,""
server_18,22:08:20,22:08:50,57.82,63.6,""
server_18,22:08:30,22:09:00,68.67,54.9,""
server_18,22:08:40,22:09:10,75.24,44.59,""
server_18,22:08:50,22:09:20,67.04,35.84,""
server_18,22:09:00,22:09:30,63.07,59.26,""
server_18,22:09:10,22:09:40,44.6,69.58,""
server_18,22:09:20,22:09:50,37.3,77.93,Memory saturation suspected
server_18,22:09:30,22:10:00,23.55,77.5,Memory saturation suspected
server_18,22:09:40,22:10:10,30.68,70.59,""
server_18,22:09:50,22:10:20,40.77,58.58,""
server_18,22:10:00,22:10:30,48.16,43.34,""
server_18,22:10:10,22:10:40,66.06,46.29,""
server_18,22:10:20,22:10:50,72.72,60.04,""
server_18,22:10:30,22:11:00,80.09,69.96,""
server_18,22:10:40,22:11:10,66.26,54.95,""
server_18,22:10:50,22:11:20,56.93,45.99,""
server_18,22:11:00,22:11:30,55.74,41.12,""
server_18,22:11:10,22:11:40,59.37,53.38,""
server_18,22:11:20,22:11:50,63.44,52.79,""
server_18,22:11:30,22:12:00,64.03,39.6,""
server_18,22:11:40,22:12:10,58.64,41.42,""
server_18,22:11:50,22:12:20,57.8,39.29,""
server_18,22:12:00,22:12:30,55.54,53.55,""
server_18,22:12:10,22:12:40,46.24,56.32,""
server_18,22:12:20,22:12:50,43.5,57.58,""
server_18,22:12:30,22:13:00,37.78,54.41,""
server_18,22:12:40,22:13:10,60.37,53.82,""
server_18,22:12:50,22:13:20,62.31,53.53,""
server_18,22:13:00,22:13:30,69.29,52.16,""
server_18,22:13:10,22:13:40,55.53,46.08,""
server_18,22:13:20,22:13:50,59.5,51.56,""
server_18,22:13:30,22:14:00,60.97,58.73,""
server_18,22:13:40,22:14:10,57.25,58.15,""
server_18,22:13:50,22:14:20,50.1,52.89,""
server_18,22:14:00,22:14:30,48.46,50.82,""
server_18,22:14:10,22:14:40,54.12,59.51,""
server_18,22:14:20,22:14:50,54.11,62.68,""
server_18,22:14:30,22:15:00,44.17,55.33,""
server_18,22:14:40,22:15:10,47.83,51.38,""
server_18,22:14:50,22:15:20,52.22,39.72,""
server_18,22:15:00,22:15:30,51.79,46.52,""
server_18,22:15:10,22:15:40,49.34,42.57,""
server_18,22:15:20,22:15:50,47.11,43.88,""
server_18,22:15:30,22:16:00,53.86,41.58,""
server_18,22:15:40,22:16:10,45.58,50.21,""
server_18,22:15:50,22:16:20,47.81,48.77,""
server_18,22:16:00,22:16:30,41.64,55.43,""
server_18,22:16:10,22:16:40,43.34,49.12,""
server_18,22:16:20,22:16:50,44.23,67.13,""
server_18,22:16:30,22:17:00,57.8,66.98,""
server_18,22:16:40,22:17:10,64.67,68.05,""
server_18,22:16:50,22:17:20,72.49,62.66,""
server_18,22:17:00,22:17:30,57.2,57.19,""
server_18,22:17:10,22:17:40,47.35,60.89,""
server_18,22:17:20,22:17:50,42.04,69.07,""
server_18,22:17:30,22:18:00,52.77,74.67,""
server_18,22:17:40,22:18:10,65.99,64.77,""
server_18,22:17:50,22:18:20,60.3,57.74,""
server_18,22:18:00,22:18:30,53.58,45.41,""
server_18,22:18:10,22:18:40,42.75,49.81,""
server_18,22:18:20,22:18:50,43.95,48.83,""
server_18,22:18:30,22:19:00,50.63,51.47,""
server_18,22:18:40,22:19:10,60.12,53.92,""
server_18,22:18:50,22:19:20,45.9,56.77,""
server_18,22:19:00,22:19:30,50.66,53.67,""
server_18,22:19:10,22:19:40,53.9,55.85,""
server_18,22:19:20,22:19:50,62.63,45.57,""
server_18,22:19:30,22:20:00,58.85,55.38,""
server_18,22:19:40,22:20:10,59.29,56.84,""
server_18,22:19:50,22:20:20,63.21,65.84,""
server_18,22:20:00,22:20:30,68.83,69.71,""
server_18,22:20:10,22:20:40,65.61,57.81,""
server_18,22:20:20,22:20:50,57.92,56.29,""
server_18,22:20:30,22:21:00,49.33,46.54,""
server_18,22:20:40,22:21:10,36.68,59.41,""
server_18,22:20:50,22:21:20,56.49,57.47,""
server_18,22:21:00,22:21:30,68.85,63.55,""
server_18,22:21:10,22:21:40,78.61,50.3,""
server_18,22:21:20,22:21:50,69.18,52.68,""
server_18,22:21:30,22:22:00,52.62,43.39,""
server_18,22:21:40,22:22:10,38.63,50.27,""
server_18,22:21:50,22:22:20,40.24,40.36,""
server_18,22:22:00,22:22:30,47.39,43.8,""
server_18,22:22:10,22:22:40,64.3,51.32,""
server_18,22:22:20,22:22:50,50.87,65.03,""
server_18,22:22:30,22:23:00,53.79,71.91,""
server_18,22:22:40,22:23:10,57.36,74.45,""
server_18,22:22:50,22:23:20,58.94,74.41,""
server_18,22:23:00,22:23:30,51.19,69.08,""
server_18,22:23:10,22:23:40,30.5,71.7,""
server_18,22:23:20,22:23:50,41.69,55.7,""
server_18,22:23:30,22:24:00,43.95,57.68,""
server_18,22:23:40,22:24:10,58.38,42.88,""
server_18,22:23:50,22:24:20,52.47,47.4,""
server_18,22:24:00,22:24:30,48.46,43.12,""
server_18,22:24:10,22:24:40,48.59,47.88,""
server_18,22:24:20,22:24:50,57.94,63.34,""
server_18,22:24:30,22:25:00,63.31,78.4,Memory saturation suspected
server_18,22:24:40,22:25:10,57.09,84.95,Memory saturation suspected
server_18,22:24:50,22:25:20,61.94,57.56,""
server_18,22:25:00,22:25:30,64.81,46.99,""
server_18,22:25:10,22:25:40,74.31,32.32,""
server_18,22:25:20,22:25:50,64.96,54.73,""
server_18,22:25:30,22:26:00,65.7,45.59,""
server_18,22:25:40,22:26:10,60.49,49.92,""
server_18,22:25:50,22:26:20,54.71,41.34,""
server_18,22:26:00,22:26:30,45.24,44.85,""
server_18,22:26:10,22:26:40,33.33,50.68,""
server_18,22:26:20,22:26:50,32.34,51.15,""
server_18,22:26:30,22:27:00,35.36,60.51,""
server_18,22:26:40,22:27:10,53.09,51.06,""
server_18,22:26:50,22:27:20,69.24,64.01,""
server_18,22:27:00,22:27:30,70.82,70.3,""
server_18,22:27:10,22:27:40,53.7,80.09,Memory saturation suspected
server_18,22:27:20,22:27:50,37.39,63.85,""
server_18,22:27:30,22:28:00,37.12,52.77,""
server_18,22:27:40,22:28:10,51.25,50.7,""
server_18,22:27:50,22:28:20,45.88,56.46,""
server_18,22:28:00,22:28:30,51.49,60.16,""
server_18,22:28:10,22:28:40,42.43,50.89,""
server_18,22:28:20,22:28:50,52.79,51.27,""
server_18,22:28:30,22:29:00,46.27,46.55,""
server_18,22:28:40,22:29:10,46.65,47.05,""
server_18,22:28:50,22:29:20,58.0,46.06,""
server_18,22:29:00,22:29:30,61.35,50.29,""
server_18,22:29:10,22:29:40,73.37,46.15,""
server_18,22:29:20,22:29:50,60.89,40.03,""
server_18,22:29:30,22:30:00,71.79,36.22,""
server_18,22:29:40,22:30:10,56.42,54.86,""
server_18,22:29:50,22:30:20,65.27,71.06,""
server_18,22:30:00,22:30:30,57.56,74.63,""
server_18,22:30:10,22:30:40,64.14,62.7,""
server_18,22:30:20,22:30:50,44.95,55.68,""
server_18,22:30:30,22:31:00,40.83,53.62,""
server_18,22:30:40,22:31:10,44.19,59.23,""
server_18,22:30:50,22:31:20,49.46,62.92,""
server_18,22:31:00,22:31:30,44.98,56.58,""
server_18,22:31:10,22:31:40,38.79,53.11,""
server_18,22:31:20,22:31:50,41.3,45.7,""
server_18,22:31:30,22:32:00,49.37,52.82,""
server_18,22:31:40,22:32:10,53.75,53.68,""
server_18,22:31:50,22:32:20,58.06,52.13,""
server_18,22:32:00,22:32:30,48.21,45.68,""
server_18,22:32:10,22:32:40,40.43,51.64,""
server_18,22:32:20,22:32:50,32.43,49.74,""
server_18,22:32:30,22:33:00,35.23,53.19,""
server_18,22:32:40,22:33:10,44.21,50.16,""
server_18,22:32:50,22:33:20,47.25,54.95,""
server_18,22:33:00,22:33:30,54.4,47.07,""
server_18,22:33:10,22:33:40,50.37,51.97,""
server_18,22:33:20,22:33:50,48.75,50.93,""
server_18,22:33:30,22:34:00,52.7,64.79,""
server_18,22:33:40,22:34:10,64.08,55.26,""
server_18,22:33:50,22:34:20,69.56,54.8,""
server_18,22:34:00,22:34:30,64.91,53.65,""
server_18,22:34:10,22:34:40,59.25,50.33,""
server_18,22:34:20,22:34:50,55.49,53.41,""
server_18,22:34:30,22:35:00,50.37,48.44,""
server_18,22:34:40,22:35:10,45.97,52.77,""
server_18,22:34:50,22:35:20,51.42,54.63,""
server_18,22:35:00,22:35:30,56.64,48.55,""
server_18,22:35:10,22:35:40,65.59,49.11,""
server_18,22:35:20,22:35:50,63.85,36.48,""
server_18,22:35:30,22:36:00,59.78,39.53,""
server_18,22:35:40,22:36:10,50.85,45.88,""
server_18,22:35:50,22:36:20,51.68,54.16,""
server_18,22:36:00,22:36:30,42.89,50.62,""
server_18,22:36:10,22:36:40,55.41,53.32,""
server_18,22:36:20,22:36:50,54.94,54.85,""
server_18,22:36:30,22:37:00,70.05,55.62,""
server_18,22:36:40,22:37:10,56.4,52.99,""
server_18,22:36:50,22:37:20,46.34,60.89,""
server_18,22:37:00,22:37:30,49.35,74.05,""
server_18,22:37:10,22:37:40,64.32,61.05,""
server_18,22:37:20,22:37:50,73.53,66.49,""
server_18,22:37:30,22:38:00,68.43,55.89,""
server_18,22:37:40,22:38:10,55.43,61.52,""
server_18,22:37:50,22:38:20,47.25,55.09,""
server_18,22:38:00,22:38:30,35.82,55.86,""
server_18,22:38:10,22:38:40,37.38,62.07,""
server_18,22:38:20,22:38:50,45.05,51.02,""
server_18,22:38:30,22:39:00,60.64,62.12,""
server_18,22:38:40,22:39:10,66.71,45.22,""
server_18,22:38:50,22:39:20,62.42,45.96,""
server_18,22:39:00,22:39:30,55.3,42.17,""
server_18,22:39:10,22:39:40,47.0,48.75,""
server_18,22:39:20,22:39:50,52.53,55.9,""
server_18,22:39:30,22:40:00,48.32,48.29,""
server_18,22:39:40,22:40:10,50.77,51.51,""
server_18,22:39:50,22:40:20,44.55,45.06,""
server_18,22:40:00,22:40:30,47.86,45.23,""
server_18,22:40:10,22:40:40,52.3,35.35,""
server_18,22:40:20,22:40:50,57.34,37.05,""
server_18,22:40:30,22:41:00,57.29,43.0,""
server_18,22:40:40,22:41:10,41.11,56.81,""
server_18,22:40:50,22:41:20,42.97,57.48,""
server_18,22:41:00,22:41:30,47.19,59.14,""
server_18,22:41:10,22:41:40,57.34,60.5,""
server_18,22:41:20,22:41:50,60.24,66.19,""
server_18,22:41:30,22:42:00,50.25,74.13,""
server_18,22:41:40,22:42:10,42.9,75.26,""
server_18,22:41:50,22:42:20,31.11,74.24,""
server_18,22:42:00,22:42:30,43.9,58.74,""
server_18,22:42:10,22:42:40,46.01,56.74,""
server_18,22:42:20,22:42:50,58.72,43.86,""
server_18,22:42:30,22:43:00,49.92,49.26,""
server_18,22:42:40,22:43:10,49.62,39.09,""
server_18,22:42:50,22:43:20,39.33,40.86,""
server_18,22:43:00,22:43:30,41.1,35.7,""
server_18,22:43:10,22:43:40,52.77,47.73,""
server_18,22:43:20,22:43:50,53.89,53.35,""
server_18,22:43:30,22:44:00,53.84,51.9,""
server_18,22:43:40,22:44:10,57.3,46.97,""
server_18,22:43:50,22:44:20,61.89,48.11,""
server_18,22:44:00,22:44:30,57.62,49.68,""
server_18,22:44:10,22:44:40,49.95,50.32,""
server_18,22:44:20,22:44:50,47.46,45.21,""
server_18,22:44:30,22:45:00,61.48,54.38,""
server_18,22:44:40,22:45:10,59.69,54.57,""
server_18,22:44:50,22:45:20,68.94,54.24,""
server_18,22:45:00,22:45:30,67.56,56.35,""
server_18,22:45:10,22:45:40,64.19,50.94,""
server_18,22:45:20,22:45:50,55.37,53.82,""
server_18,22:45:30,22:46:00,50.76,53.71,""
server_18,22:45:40,22:46:10,64.26,55.13,""
server_18,22:45:50,22:46:20,66.83,47.95,""
server_18,22:46:00,22:46:30,50.82,43.77,""
server_18,22:46:10,22:46:40,49.54,54.36,""
server_18,22:46:20,22:46:50,48.16,59.83,""
server_18,22:46:30,22:47:00,57.46,53.2,""
server_18,22:46:40,22:47:10,55.91,42.39,""
server_18,22:46:50,22:47:20,60.86,40.36,""
server_18,22:47:00,22:47:30,61.18,41.55,""
server_18,22:47:10,22:47:40,58.32,37.67,""
server_18,22:47:20,22:47:50,46.99,48.12,""
server_18,22:47:30,22:48:00,39.89,39.39,""
server_18,22:47:40,22:48:10,35.73,48.92,""
server_18,22:47:50,22:48:20,38.73,37.87,""
server_18,22:48:00,22:48:30,55.69,42.27,""
server_18,22:48:10,22:48:40,50.93,50.72,""
server_18,22:48:20,22:48:50,59.15,62.11,""
server_18,22:48:30,22:49:00,59.43,73.13,""
server_18,22:48:40,22:49:10,62.4,60.89,""
server_18,22:48:50,22:49:20,55.86,57.15,""
server_18,22:49:00,22:49:30,44.39,49.59,""
server_18,22:49:10,22:49:40,39.11,53.29,""
server_18,22:49:20,22:49:50,52.25,40.99,""
server_18,22:49:30,22:50:00,47.2,34.81,""
server_18,22:49:40,22:50:10,50.14,33.0,""
server_18,22:49:50,22:50:20,32.22,37.1,""
server_18,22:50:00,22:50:30,37.25,42.28,""
server_18,22:50:10,22:50:40,45.18,44.66,""
server_18,22:50:20,22:50:50,53.15,51.28,""
server_18,22:50:30,22:51:00,65.98,62.53,""
server_18,22:50:40,22:51:10,64.89,57.21,""
server_18,22:50:50,22:51:20,52.45,60.86,""
server_18,22:51:00,22:51:30,37.64,51.5,""
server_18,22:51:10,22:51:40,24.4,56.01,""
server_18,22:51:20,22:51:50,40.58,43.6,""
server_18,22:51:30,22:52:00,49.25,49.79,""
server_18,22:51:40,22:52:10,74.86,60.57,""
server_18,22:51:50,22:52:20,75.02,60.59,""
server_18,22:52:00,22:52:30,65.18,49.74,""
server_18,22:52:10,22:52:40,50.87,40.02,""
server_18,22:52:20,22:52:50,38.72,55.76,""
server_18,22:52:30,22:53:00,43.22,62.69,""
server_18,22:52:40,22:53:10,39.84,65.27,""
server_18,22:52:50,22:53:20,46.13,55.69,""
server_19,20:53:00,20:53:30,64.39,52.9,""
server_19,20:53:10,20:53:40,62.88,47.97,""
server_19,20:53:20,20:53:50,47.38,44.85,""
server_19,20:53:30,20:54:00,51.13,42.26,""
server_19,20:53:40,20:54:10,49.42,53.74,""
server_19,20:53:50,20:54:20,60.7,43.96,""
server_19,20:54:00,20:54:30,56.88,60.88,""
server_19,20:54:10,20:54:40,58.95,62.48,""
server_19,20:54:20,20:54:50,51.44,82.71,Memory saturation suspected
server_19,20:54:30,20:55:00,50.51,66.25,""
server_19,20:54:40,20:55:10,48.5,54.73,""
